slot_id,story_file,story_self,paragraph_index,idml_paragraph_style,text_preview,content_count,footnote_count,replace_scope,permission
u154b_P0287,Stories/Story_u154b.xml,u154b,287,02-02 解説 本文,対談者（五十音順）↵：　ベーシックキャピタルマネジメント　金田欧奈氏,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0288,Stories/Story_u154b.xml,u154b,288,02-02 解説 本文,丸の内キャピタル　福崎昇平氏,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0289,Stories/Story_u154b.xml,u154b,289,02-02 解説 本文,ファシリテーター：↵　　岡俊子,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0290,Stories/Story_u154b.xml,u154b,290,02-02 解説 本文,注：　会話に出てくる法人や個人の敬称は、省略しました。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0291,Stories/Story_u154b.xml,u154b,291,02-01 解説見出し,１．M&Aで出てくる事業計画の実態,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0292,Stories/Story_u154b.xml,u154b,292,02-02 解説 本文,岡：↵事業計画についてお聞きします。↵年間、何件もの投資案件をみていると思いますが、対象会社から提示される事業計画は、実態として、どれくらい強いと感じますか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0293,Stories/Story_u154b.xml,u154b,293,02-02 解説 本文,金田： そうですねぇ。８割方の案件で「強い　強い事業計画とは、実現可能性が乏しいくらい上振れしている事業計画のこと。な」と感じます。↵「少し強めだな」くらいの計画もありますが、「バラ色が過ぎるな」と感じざるを得ない事業計画が出てくることもあります。↵↵「高く売却したい」という売り手の気持ちはわかりますが、あまりに強気過,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0294,Stories/Story_u154b.xml,u154b,294,02-02 解説 本文,福崎：↵金田さんの発言に全く同感ですね。うなずくところが多いです。↵特に、再生案件になると、業績は経年で下がってきているのに、翌年度以降、Ｖ字回復するという計画になっていることが多く、これをホッケースティックという言い方をしますが、業績回復の根拠が希薄な事業計画が出てくることがあります。↵上場企業のカーブアウト案件など,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0295,Stories/Story_u154b.xml,u154b,295,02-02 解説 本文,岡：↵なるほど。投資ファンドとしては、強い事業計画をバリュエーションに使ってしまうと、高値づかみをしてしまいます。↵バリュエーションでは、どういう点に留意していますか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0296,Stories/Story_u154b.xml,u154b,296,02-02 解説 本文,福崎：↵事業計画の前提となる市場動向、競争環境について、まず深く理解することが重要です。成長性、収益性をはじめとして、成長戦略・施策の妥当性についても検討します。↵マネジメントプレゼンテーション　マネジメントプレゼンテーション（マネプレともいう）とは、M&Aのプロセスにおいて、対象会社の経営陣が、事業戦略、KPI、組織,7,2,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0297,Stories/Story_u154b.xml,u154b,297,02-02 解説 本文,岡：↵福崎さんのところは、バックに三菱商事がいますから、そういうバリューアップ策も見込めるのですね。↵金田さんは、独立系ですが、いかがですか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0298,Stories/Story_u154b.xml,u154b,298,02-02 解説 本文,金田：↵当社でも、売り手または対象会社から提示された事業計画をそのままバリュエーションには使いません。↵バリュエーション用の事業計画は、我々独自目線のものをスクラッチで作り直しています。↵しかし「提示された事業計画が不必要か？」というとそうではなくて、どういう考え方で数字が出来上がっているのか、どのボタンを押せば、数字,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0299,Stories/Story_u154b.xml,u154b,299,02-02 解説 本文,岡：↵バリュエーションで使う事業計画は、もらったものをそのまま使うのではなく、買い手の手が入ったものになっているということですね。↵バリュエーションで使う事業計画とは別なものになるかもしれませんが、Day1以降に、目標管理上、使う事業計画は、どの事業計画を使っていますか？ ,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0300,Stories/Story_u154b.xml,u154b,300,02-02 解説 本文,金田：↵Day1以降に、目標管理で使う事業計画には、２つの観点があって、それぞれに使い方が異なります。↵一つは、投資先企業の経営において運用する計画で、もう一つは、GP　GPとは、いわゆるファンドマネージャーの立ち位置のことで、ストーリーでは、米倉のポジションのこと。つまり投資チームが投資家との約束を果たす際に見る計画,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0301,Stories/Story_u154b.xml,u154b,301,02-02 解説 本文,岡：↵２つの観点。それは、興味深いですね。↵最初の投資先企業の経営において運用する計画とは、どういうものですか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0302,Stories/Story_u154b.xml,u154b,302,02-02 解説 本文,金田：↵投資先企業の経営で運用する計画は、年度毎の予算をイメージしてもらえればよいと思います。↵この予算は我々が投資時の意思決定の際にベースとした事業計画とは全く別のものです。投資先経営陣の意思をしっかり入れたものを当社投資チームと投資先経営陣とで作ってもらって、それを株主として承認します。↵押し付けるのではなく、一緒,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0303,Stories/Story_u154b.xml,u154b,303,02-02 解説 本文,岡：↵目標でもあり、実行可能性もある予算ということですね。↵そうすると、投資時に策定した事業計画は使わないということですね。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0304,Stories/Story_u154b.xml,u154b,304,02-02 解説 本文,金田：↵はい、投資時に策定した事業計画は、GPつまり当社投資チームの最終目標として、投資完了までそのまま使います。これが先ほど言いました、もう一つの観点のものです。↵この計画を実現するのは、あくまで我々の責任なので、投資先の経営陣には押し付けません。↵GPとしての当社の責任は、この事業計画を達成することです。↵とはいえ,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0305,Stories/Story_u154b.xml,u154b,305,02-02 解説 本文,岡：↵そういうことですか。でも、たとえば、2020年の頃は、新型コロナウィルスの感染拡大がありましたが、ああいった天変地異が起こると、事業計画の修正が必要になりませんか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0306,Stories/Story_u154b.xml,u154b,306,02-02 解説 本文,金田：↵天変地異が起きても、何が起ころうとも、GPの投資計画は修正しません。↵我々がコミットした投資計画は、GPとして投資家と約束したものですから、修正なしで、実現を目指して努力します。天変地異も含めて投資の意思決定です。どんな言い訳を重ねても、遡って株価を修正してもらえるわけではありません。↵でも、多くの投資を重ねて,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0307,Stories/Story_u154b.xml,u154b,307,02-02 解説 本文,岡：↵投資先に対する暖かさと、投資家に対する規律ある姿勢を垣間見た気がします。↵では、福崎さんのところは、いかがですか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0308,Stories/Story_u154b.xml,u154b,308,02-02 解説 本文,福崎：↵金田さんの話と共通している部分もありますが、投資先との間のことについては、異なる部分もあります。↵我々は、投資直後に、投資先の経営陣と事業計画を握っています。↵我々は、プロセスのなかで、たとえばDDやマネジメントインタビューにおいてですが、対象会社の経営陣とコミュニケーションする機会があります。でも入札になると,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0309,Stories/Story_u154b.xml,u154b,309,02-01 解説見出し,２．目標設定としての予算,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0310,Stories/Story_u154b.xml,u154b,310,02-02 解説 本文,岡：↵次に、予算について伺います。↵企業は、予算に基づいて運営します。↵初年度は、投資前の体制で策定した予算にひっぱられますので、投資実行後、その数字を見て驚くことも多いと思います。↵予算に関して、これまでに印象に残った経験などがありましたら、共有ください。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0311,Stories/Story_u154b.xml,u154b,311,02-02 解説 本文,金田：↵予算については、いろいろなことが起こります。↵たとえばある投資案件で、投資完了後、経営陣と話をし始めたところ、プロセス中に提示されていた事業計画とはかけ離れて、大幅に低い数字の予算を見せられたことがありました。そして、「実態は、その予算の数字で運営している」と、残された経営陣が、とても気まずそうに、打ち明けてく,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0312,Stories/Story_u154b.xml,u154b,312,02-02 解説 本文,岡：↵投資ファンドとしては、投資後、あまり尻を叩かなくていいケースですね。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0313,Stories/Story_u154b.xml,u154b,313,02-02 解説 本文,金田：そうですね。掲げた数字に対するコミットは元々強かったので、尻を叩くと言うよりも、色々なアイディアをやり取りしながら、実行することを増やしていきました。↵こういった会社は、予算に限らず、万事に亘って規律が効いていて、組織力で戦えるので、強いです。↵そのケースはカーブアウト案件だったのですが、結果として当初売主側から,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0314,Stories/Story_u154b.xml,u154b,314,02-02 解説 本文,福崎：当社が経験したケースでも、予算の作り方が精緻でマネジメントを中心に予算を達成することに対して強いコミットメントがありました。これは、上場企業のカーブアウト案件でしたが、会社のカルチャーによるところが大きいかもしれません。↵他方、オーナー企業にみられがちですが、予算の統制が事実上ないと言っても過言ではない会社もあり,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0315,Stories/Story_u154b.xml,u154b,315,02-02 解説 本文,岡：↵予算制度や予算統制にも、会社のカルチャーが反映されるのですね。↵投資ファンドとして、予算には、どういう役割を求めていますか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0316,Stories/Story_u154b.xml,u154b,316,02-02 解説 本文,金田：↵私は、予算には、二つの大事な役割があると考えています。↵予算を株主に説明するためだけの単なる資料という意識で作ってしまうと、約束事だから、保守的に作っておいて、何かあっても、他でリカバリーして、最後は帳尻を合わせると言ったやり方になってしまいます。そういう会社は、だいたい横ばいか、少しだけ成長するような数字、予,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0317,Stories/Story_u154b.xml,u154b,317,02-02 解説 本文,岡：↵何のための予算かということですね。↵もう一つの役割は、何ですか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0318,Stories/Story_u154b.xml,u154b,318,02-02 解説 本文,金田：↵もう一つは、行動変容の役割です。↵結局のところ、会社を良くするためには、綺麗な予算を作ることではなく、筋の良い行動をどれだけ早く多く積み上げることができるかです。↵投資先の経営陣から従業員までそうなのですが、その予算を達成するために、どういう活動が必要か、未達の状態の時にどんな行動が足りないのかを認識できなけれ,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0319,Stories/Story_u154b.xml,u154b,319,02-02 解説 本文,岡：↵深い話ですね。↵福崎さんのところでは、予算達成のために、どんな工夫をしていますか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0320,Stories/Story_u154b.xml,u154b,320,02-02 解説 本文,福崎：↵予算を示して、「頑張りましょう」だけでは、会社は動かないです。↵事業計画の数値だけでなく、成長戦略や施策、そして実行度を高めるための人事制度やインセンティブを含めたアラインメントが重要だと感じています。↵会社がどう成長していくのか、経営戦略や経営方針とともに、事業計画を達成して、どういう会社になるのかをマネジメ,4,1,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0321,Stories/Story_u154b.xml,u154b,321,02-02 解説 本文,岡：↵予算に対して、インセンティブをつけて、やる気を刺激するということですね。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0322,Stories/Story_u154b.xml,u154b,322,02-02 解説 本文,"福﨑：↵それから、多少細かい話になりますが、上場企業のカーブアウト案件だと、大企業のときと投資ファンド傘下とでは、予算上のKPIが異なることも、最初に目線合わせしておくことが重要です。↵我々はEBITDA　EBITDA（Earnings Before Interest, Taxes, Depreciation and ",10,3,PARAGRAPH_CONTENT_ONLY,FOOTNOTE_TEXT_ONLY_REPLACE_ANCHOR_LOCKED
u154b_P0323,Stories/Story_u154b.xml,u154b,323,02-02 解説 本文,岡：↵投資は、一件一件が手作りです。↵予算の実現可能性を高めるためには、各案件の状況に応じて、きめ細かいケアを入れていく必要がありそうです。↵予算を策定して、それに向かって頑張っていっても、ビハインドになることもありますが、そういうとき、投資ファンドとしては、どうしていますか？,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0324,Stories/Story_u154b.xml,u154b,324,02-02 解説 本文,福崎：予実は、月次ベースでみています。↵その際に、乖離幅が一定以上になると、年度のなかで、どうキャッチアップするかの施策を策定して、頻度を上げて施策の進捗をみていきます。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0325,Stories/Story_u154b.xml,u154b,325,02-02 解説 本文,金田：数字は、行動の結果を示します。因果で言うと、行動が原因で、数字は結果です。↵ですから、我々は、結果である数字が達成出来ている、出来ていないという議論よりも、その結果を導いた行動、「なぜ動きが遅いのか」、「なぜやっていないのか」という原因面の行動を追求することが多いです。↵計画ですから上手くいかないことも当然ありま,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0326,Stories/Story_u154b.xml,u154b,326,02-02 解説 本文,岡：↵予算の数字は、因果の果であって、重要なのはその数字を導き出した行動、つまり因のほうだということですね。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0327,Stories/Story_u154b.xml,u154b,327,02-02 解説 本文,金田：↵事業計画は、現実や行動を度外視して作ると、とんでもなくつまらない、頭が良い人たちが数字遊びしているだけのものになってしまいます。↵一方で達成するための行動を一つ一つ想像しながら、その難しさやそれを乗り超える手法を考えて作れば、本当に価値のあるものになります。↵予算も同じで、魂がこもった予算を説明されると、策定さ,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u154b_P0328,Stories/Story_u154b.xml,u154b,328,02-02 解説 本文,岡：↵予算や事業計画は、投資ファンドと投資先をつなぐツールです。↵そのツールを使って、どう実効性を高めるかということですね。↵以上、今回は、事業計画と予算について伺ってきました。↵金田さん、福﨑さん、ありがとうございました。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0001,Stories/Story_u194b.xml,u194b,1,01-01 章 第◯章,第５章,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0002,Stories/Story_u194b.xml,u194b,2,01-01 章 タイトル,関東工場訪問時の出来事,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0003,Stories/Story_u194b.xml,u194b,3,01-02 節 数字,１,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0004,Stories/Story_u194b.xml,u194b,4,01-02 節 見出し,米倉の関東工場訪問,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0005,Stories/Story_u194b.xml,u194b,5,01-03 項 見出し,黒田工場長は最初から逃げた,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0006,Stories/Story_u194b.xml,u194b,6,01 本文,米倉は、早朝に自宅を出て、電車を乗り継ぎ、ゆうに３時間かかる関東工場に着いた。↵午前中は、工場の概要説明のあとに、工場見学が予定されていた。↵その後、お昼の時間帯に、４０分ほど、関東工場勤務の社員との懇談会が開かれることになっている。工場では、稼働に支障がないよう配慮しながら、事前に懇談会の出席希望者を募っていた。↵黒,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0007,Stories/Story_u194b.xml,u194b,7,01 本文,工場見学が終わった。↵いよいよ工場勤務の社員との懇談会である。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0008,Stories/Story_u194b.xml,u194b,8,01 本文,黒田工場長は、懇談会の冒頭で挨拶したあと、↵『今日は、本社から西郷経営企画部長が来るから』↵と言い残し、早々に会場を後にした。↵その後の懇談会の司会は、工場の総務部長に任された。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0009,Stories/Story_u194b.xml,u194b,9,01 本文,西郷はといえば、会場の後方に設置された関係者用の椅子に座っていた。↵自分の姿は、黒田工場長の目に入っていたはずだが、それでも、自分のことを引き合いにして、この場からいなくなるのを見て、↵（最初から逃げるのか・・・黒田さんらしい。相変わらずリスク感度が高いなぁ）↵と思うことしきり。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0010,Stories/Story_u194b.xml,u194b,10,01 本文,その後の懇談会は、総務部長の司会で、淡々と進行していった。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0011,Stories/Story_u194b.xml,u194b,11,01 本文,米倉は、自己紹介のあと、ジェインの概要について説明し、ミツカネ電子の事業を高く評価して投資させてもらったこと、工場の皆さんの頑張りがミツカネ電子を支えていること、関東工場がさらに働き甲斐のある職場になるよう、工場長や経営陣とともに努力していきたい、という話を、分かり易い表現で伝えた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0012,Stories/Story_u194b.xml,u194b,12,01-03 項 見出し,Q&Aでの鋭い質問,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0013,Stories/Story_u194b.xml,u194b,13,01 本文,その後のQ&A。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0014,Stories/Story_u194b.xml,u194b,14,01 本文,「これから皆さんと一緒に仕事をしていきますが、私は新参者です。↵ですから、皆さんのことをもっとよく知りたいし、皆さんにも私のことをよく知ってほしいです。↵ジェインのことでもいいし、私のことでもいいので、聞いてみたいことがあれば、何でも聞いてください」↵と、米倉は、参加者に質問を促した。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0015,Stories/Story_u194b.xml,u194b,15,01 本文,しかしながら、しばらくの間、誰も手をあげない。↵よそよそしい空気感が強くなっていく。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0016,Stories/Story_u194b.xml,u194b,16,01 本文,居心地の悪い静寂が続くなか、見た目40歳くらいの男性が挙手した。↵こういう場で質問することに慣れていないのか、あるいは米倉のことを意識し過ぎているのか、おどおどしながら、質問を始める。↵言葉を選ぼうとし、回りくどい表現になる。↵その質問を要約すると、↵『ジェインは、株主になって、どうやって利益をあげるのか』↵ということ,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0017,Stories/Story_u194b.xml,u194b,17,01 本文,米倉は、この直接的な質問に、↵「ご質問、ありがとうございます。↵最初からなかなか高度な質問ですね。↵この領域について説明し始めると、専門用語が多くなりますので、努めてわかりやすく答えますと、投資ファンドというのは、皆さんの企業価値があがれば、私たちの利益もあがる仕組みになっています。↵そういう観点から、皆さんと私たちは,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0018,Stories/Story_u194b.xml,u194b,18,01 本文,米倉の回答を聞いた質問者の表情は硬いままだ。↵この回答に、納得していない。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0019,Stories/Story_u194b.xml,u194b,19,01 本文,「ご説明、ありがとうございます。・・・う～んと、何と言ったらいいのでしょうか。↵今のご説明は、う～ん、子供騙しに聞こえます。↵あっ、すみません。ダメダメ。あっ、いえいえ、私の『子供騙し』っていう表現がダメということです。↵あっ、とても失礼なことを言いました。すみません。↵いえいえい、言いたかったのは、そういうことじゃな,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0020,Stories/Story_u194b.xml,u194b,20,01 本文,多くの言葉を重ねたが、確認したかったのは、結局、ジェインは、電子を売却することによって利益をあげるのか、ということだった。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0021,Stories/Story_u194b.xml,u194b,21,01 本文,この発言に、会場はざわついた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0022,Stories/Story_u194b.xml,u194b,22,01 本文,『最初から、ウチを売り飛ばすつもりだったのか！』↵小さいながらも怒りがこもった声だ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0023,Stories/Story_u194b.xml,u194b,23,01 本文,『えっ！そういうことなの？売り飛ばすって、ヤクザじゃん』,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0024,Stories/Story_u194b.xml,u194b,24,01 本文,『ねぇねぇ、企業価値って、何のこと？』,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0025,Stories/Story_u194b.xml,u194b,25,01 本文,『業績だよ。業績が良くなったら、早く売ってしまいたいってことだよ！』,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0026,Stories/Story_u194b.xml,u194b,26,01 本文,『そんな！ヒドイ！』,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0027,Stories/Story_u194b.xml,u194b,27,01 本文,『でも、ヒドイことをする人に見えない・・・』,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0028,Stories/Story_u194b.xml,u194b,28,01 本文,『人は見た目じゃわからん』,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0029,Stories/Story_u194b.xml,u194b,29,01 本文,あっちでもざわざわ。↵こっちでもざわざわ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0030,Stories/Story_u194b.xml,u194b,30,01 本文,先ほどの質問者が、また立ちあがる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0031,Stories/Story_u194b.xml,u194b,31,01 本文,「あっ、すみません。↵『子供騙し』などと言って、すみませんでした。あのぅ、とても失礼な言い方でした。↵私がそういう言い方をしたばかりに・・・すみません。場を乱してしまいました。米倉さんがおっしゃるように、あのぅ、途中までは、確かに運命共同体かもしれません。↵でも・・・う～ん、最後は、高く売却できる先に売るんですよね。↵,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0032,Stories/Story_u194b.xml,u194b,32,01 本文,この質問者の問いかけは、的を射ている。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0033,Stories/Story_u194b.xml,u194b,33,01 本文,米倉は、うなずきながら、↵「ご心配は、理解します。↵でも私たちが出て行くのは、もっと先のことです。何年も先です。↵将来のことは、誰にもわかりません」↵とゆっくりとした口調で伝えた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0034,Stories/Story_u194b.xml,u194b,34,01-03 項 見出し,罵声に満ちた会場,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0035,Stories/Story_u194b.xml,u194b,35,01 本文,そして一呼吸置いて、↵「それまで私は、皆さんと一緒に汗をかいて、頑張っていきます。↵ですから・・・」↵と言いかけたところで、これまでのひそひそ話の声ではなく、ドスの聞いた罵声が、会場に飛んだ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0036,Stories/Story_u194b.xml,u194b,36,01 本文,「キレイごと、言ってんじゃねーよ！」,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0037,Stories/Story_u194b.xml,u194b,37,01 本文,場が凍った。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0038,Stories/Story_u194b.xml,u194b,38,01 本文,「お前たちの儲けのために、俺たちを働かせるのか！」↵別の罵声だ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0039,Stories/Story_u194b.xml,u194b,39,01 本文,「ウチは、とんでもねぇやつに、引っかかったもんだ！」↵これも大きい声だ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0040,Stories/Story_u194b.xml,u194b,40,01 本文,「おまえ、ヒモかぁ？やってらんねぇな！」↵この声も大きい。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0041,Stories/Story_u194b.xml,u194b,41,01 本文,とうとう、↵「帰れ！ハゲタカ野郎！」↵という声まで出てきた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0042,Stories/Story_u194b.xml,u194b,42,01 本文,言った本人たちは、憮然とした表情をしている。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0043,Stories/Story_u194b.xml,u194b,43,01 本文,会場にいる人たちは、↵（うん、その気持ちはわかる）↵と思いながら、↵（それを言っちゃダメだよ）↵とも思う。↵複雑な表情で、罵声の主たちと米倉の顔を交互にみている。↵全体からいうと、武闘派が1割。↵９割は、困った顔をしている。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0044,Stories/Story_u194b.xml,u194b,44,01 本文,投資ファンドに対して複雑な感情を持っていることが手に取るようにわかる。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0045,Stories/Story_u194b.xml,u194b,45,01 本文,会場のざわつきがとまらない。↵緊迫してきた。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0046,Stories/Story_u194b.xml,u194b,46,01 本文,（まずい。これはまずい展開になった。この場をなんとか収めなきゃ）↵心臓の鼓動が大きくなってきた西郷は、席を立つ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0047,Stories/Story_u194b.xml,u194b,47,01 本文,すぐに米倉と目が合ったが、↵（ここで介入しないでほしい）↵米倉の強い目力が、西郷を制する。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0048,Stories/Story_u194b.xml,u194b,48,01 本文,米倉は、ゆっくりと首を左右に動かし、皆の顔を見渡す。↵あれらの声が聞こえないのかと思うほどの落ち着きようだ。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0049,Stories/Story_u194b.xml,u194b,49,01-03 項 見出し,米倉の誠意,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0050,Stories/Story_u194b.xml,u194b,50,01 本文,少し、ざわつきが収まったところで、米倉がゆっくりと口を開く。,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
u194b_P0051,Stories/Story_u194b.xml,u194b,51,01 本文,「私たちは、投資ファンドですから、いつかは皆さんのもとを離れることになります。↵それは、先ほど質問してくれた方がおっしゃったとおりです。↵どういう離れ方をするのが皆さんのために最も良いのか、まだわかりません。↵新しい体制は、始まったばかりです。↵将来、私たちがここを離れるときまで、私たちは皆さんとは本当に運命共同体です,1,0,PARAGRAPH_CONTENT_ONLY,TEXT_ONLY_REPLACE
