id,source_csv_row,source_doc,source_type,target_story,block_id,seq,docx_paragraph_index,word_paragraph_style,inferred_role,idml_paragraph_style_candidate,permission,text,text_sha256
1180,1180,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1445,Normal,,01 本文,TEXT_ONLY_REPLACE,"「かように、事業部長と子会社社長とは異なる。
だから、一つ目のチャレンジ、つまり
『子会社の社長を張れる人材の育成』
ができているかどうかは、大企業にとって大きな課題だ」",39a7b3eeb1f3c8226799c01e405a68fc20b709718875c2b5d2d6144f96e4c1b7
1181,1181,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1446,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,子会社社長と事業部長の違い,4c65835a43371837b10af3e90c326a07fabd5b992667cc621db060cccf2d164c
1182,1182,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1447,Normal,,01 本文,TEXT_ONLY_REPLACE,日下部代表パートナーは、続ける。,cce1bfc508f72c9141112af7ac7618177500d60246cadebae3ecf04fa9de2549
1183,1183,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1448,Normal,,01 本文,TEXT_ONLY_REPLACE,"「でも二つ目のチャレンジは、我々の仕事だ。
我々に責任がある」",6bd928a282948d3fad5bcf23afa47d63746e0d3df73dee653ca960197428f4f9
1184,1184,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1449,Normal,,01 本文,TEXT_ONLY_REPLACE,「二つ目とは？」,7306d1d682e73053e95547b66157e817665a25edfd0a47a301a2738773cde127
1185,1185,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1450,Normal,,01 本文,TEXT_ONLY_REPLACE,"「二つ目は、『独立した会社の社長育成』だ。
依存心から早急に脱却してもらうことだ。
経営陣に力量がある場合は問題ない。続投してもらう」",8d041e2ee6a6d8d30b4048c9cfcf7880b10b13ede7f759466bb733a989d8ec20
1186,1186,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1451,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうすると、我々にとって、現経営陣の力量を見抜くことが重要になりますね」,351f41918c5722967a83cc02c08460283920ba35660bfbcd721c57b7d15dd570
1187,1187,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1452,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうだ。
経営陣の力量を見抜けない投資ファンドは、毎回、博打を打つようなものだ。
だから、投資ファンドとしては、長続きしない」",a710a1c9359f14ed67e787b8ba74418ec41c68835f0eb3ce415afa7dcdb6efb9
1188,1188,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1453,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・」,7d85de8001420ca27c20a334ba908255a06da90a120a92d8a0a35a662bc72842
1189,1189,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1454,Normal,,01 本文,TEXT_ONLY_REPLACE,"「経営陣に力量が十分になくとも、我々が支援することで現経営陣に力量をつけられるのであれば、投資できる。
というか、経営者の力量がある投資案件ばかりじゃないから、事業モデルがしっかりとしていれば、投資していかないと、我々の投資機会は限られてしまう」",2749dc0ee8f2a84df5b97cb00bdfdf9cdb6815239e26559f2475afdda4b752fb
1190,1190,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1455,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・」,7d85de8001420ca27c20a334ba908255a06da90a120a92d8a0a35a662bc72842
1191,1191,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1456,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうすると、投資後、どれくらい経営陣を育成する力が我々にあるかが、きわめて重要になる。
育成すれば大成するかどうかを見抜く力だ」",698e25214b38326bc6338fed84f51ed7d3e677036465671770886bb46070242b
1192,1192,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1457,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・」,7d85de8001420ca27c20a334ba908255a06da90a120a92d8a0a35a662bc72842
1193,1193,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1458,Normal,,01 本文,TEXT_ONLY_REPLACE,"「投資したい事業モデルであっても、
『現経営陣では最適なEXITまでもっていけそうにない。
しかも我々がその現経営陣を十分に育成することも難しい』
と判断するならば、投資と投資直後のトップ交代は、セットとして検討することになる」",05655b5c8d0902387240c8ad52bd1ccdcd9ef17b34f41b8d4bf3dbaa24e4996f
1194,1194,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1459,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・」,7d85de8001420ca27c20a334ba908255a06da90a120a92d8a0a35a662bc72842
1195,1195,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1460,Normal,,01 本文,TEXT_ONLY_REPLACE,「でも経営陣交代によって、経営が迷走し、せっかくの事業を潰してしまうことになりそうな場合は、投資しにくい」,60874c536b12f5d16e76bc6748cee3838561bd10f126e9f2ac09bdaf92f53210
1196,1196,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1461,Normal,,01 本文,TEXT_ONLY_REPLACE,"（確かにそのとおりだ。
失敗案件をみていると、経営陣の力量なのか、投資ファンドの育成力なのかわからないが、背景に経営陣の問題があることが多い。
現経営陣の力量が十分でないことが理由で、投資後のバリューアップを当初想定どおりに実現させられなくて、結果、EXITの選択肢が狭まることもある。
そうだとすると、経営陣を評価する力はもとより、自分たちに経営陣を育成する力量がどれくらいあるか、経営陣交代によって何が起こり得るかを、適切に認識できる力が重要だ。
経営陣の育成力とは、すなわち、この案件を担当している自分の力量ということだ）
米倉は、自分の役割の重要さを改めて自覚する。",1f8ae3ce738982b0fff9ec25739dae53f28d47762e7b848d1e3d302f0fa5798d
1197,1197,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1463,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,投資対象はエレファント,254ed16012b7bc7f023cc3b645144b824fb428a8be05faae752a0fea2d435257
1198,1198,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1464,Normal,,01 本文,TEXT_ONLY_REPLACE,"米倉を前にして、日下部代表パートナーは、こう付け足す。
「忘れてはいけないのは・・・ウチが投資している対象は、エレファントということだ。
寺田さんではない」",75d5ef5d2816a2a3be2f3d6661e92dbf793968f4f8cc2b83fe6feb4cf1cd053e
1199,1199,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1465,Normal,,01 本文,TEXT_ONLY_REPLACE,この日下部代表パートナーの発言は重い。,4ea6eaa4c753ca2f46b54517d8231973d40f319d10c9a01efadf7b7169079f3a
1200,1200,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1466,Normal,,01 本文,TEXT_ONLY_REPLACE,米倉は、ビクッとする。,3b065850e06d9a85eee40a0e87b65dafdad5477ed758dd6482625fa675f21d82
1201,1201,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1467,Normal,,01 本文,TEXT_ONLY_REPLACE,"「それは・・・寺田社長のままでのIPOが難しければ、他の人でIPOを目指すか。あるいは、寺田社長のままだったら、寺田社長が望まないトレードセールになるかという話がありましたが、
『寺田さんファーストではない』
ということですね」",42e4ab6e5c968e8427a6bb54656feebd774caf984a2c5272a3f51c70c0266833
1202,1202,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1468,Normal,,01 本文,TEXT_ONLY_REPLACE,"「ウチは、寺田さんを生かすために最適なEXITを選択するわけではなく、投資案件として最適なEXITを目指す。
我々の後ろには、ウチに資金を出してくれている投資家がいる」",d669cf5e5d7191fb06269e4841c042de5c66e466bd0ae94a3eaa38f1251aeec2
1203,1203,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1470,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,西郷は参謀タイプ,fb77080101952a44d086e4b72e474437c1c946bf18d500acfbecc89a821b7a9a
1204,1204,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1471,Normal,,01 本文,TEXT_ONLY_REPLACE,"さらに日下部代表パートナーは、米倉に、こう訊ねる。
「仮に寺田さん以外でIPOを目指すとしたら、どういう選択肢がありそう？」",c8a6cd7947879ccbb5318b43f75b982a6b1e6137afc2af2bc5942b6cd9118cb8
1205,1205,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1472,Normal,,01 本文,TEXT_ONLY_REPLACE,"（きたか！）
と思い、身を固くする米倉。",958650fa84b98c63d913dc0fb7c25f6c8c52f443b492a67c6b5950fba2bed487
1206,1206,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1473,Normal,,01 本文,TEXT_ONLY_REPLACE,"少し間をあけて、眉間に皺を寄せながら、低い声で、
「社内からは、難しいと思います」
と米倉は答える。",91f079d03d039a5c0b1a6ffd6107bd02effba5115c8769ccf353da3f8ca64dbf
1207,1207,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1474,Normal,,01 本文,TEXT_ONLY_REPLACE,"少し間が空いたあと、日下部代表パートナーが口を開く。
「日本企業は、年功序列・終身雇用のなかで、組織風土を作り上げてきて、最近それが崩れつつある。でもそのなかで、大きなハレーションを起こさず、なんとかバランスをとりながら、組織を維持している。
外から経営陣を連れてくると、しばらくはお手並み拝見になるし、その人がある程度定着するまで多少時間がかかる。その間に、組織のバランスが崩れて、社員の安心・安全が損なわれることもある。
そうなると組織は崩れる。
そのリスクを考えると、いけるんだったら中の人でいきたい。
そのほうがEXITまでの時間も短縮できる」",0170627acb57cd32b252745308d0c42e51e16574a7fbfa62eb1296d5f94e30cd
1208,1208,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1475,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・」,7d85de8001420ca27c20a334ba908255a06da90a120a92d8a0a35a662bc72842
1209,1209,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1476,Normal,,01 本文,TEXT_ONLY_REPLACE,「西郷さんは？」,4e1f9da29c98535738e6f48ee4cb6c43747a5275ff8a9c8011e47e7c1bb0caca
1210,1210,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1477,Normal,,01 本文,TEXT_ONLY_REPLACE,"「西郷さんは、能動的に考え、動くことができます。
でも西郷さんは、自らを、
『寺田さんを支える役割』
と位置付けています。
だからでしょうか、
『寺田さんでは無理だろう』
という改革案については、気が付いていても、あえて提案しません。
参謀タイプなんです」",45cabcc15cbe03c364f195549cdf3cafad40ebf9f4dfa223fe86d5a11ec56cf0
1211,1211,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1478,Normal,,01 本文,TEXT_ONLY_REPLACE,「わきまえながら、役割を果たしているのか・・・」,2a4dd3b57e89ba6eb445aaf4be7c6646114ae2109cc3da24422343ed59facc9b
1212,1212,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1479,Normal,,01 本文,TEXT_ONLY_REPLACE,"「はい。でも西郷さんのような人材がいると、組織はワークします。
優秀ですから、エレファントでなくとも、どこでも通用するでしょう。
仮に外からトップを連れてくることになっても、西郷さんは、ここに残って、頑張ってもらいたい人材です」",234dfb81d9267f46a2d047e0d3228d6b84a9d7db4063411974d6e211e00a55f7
1213,1213,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1480,Normal,,01 本文,TEXT_ONLY_REPLACE,「その西郷さんは・・・B・・・」,2d6db603fa360024fcc9a1747988e1c7e1bb24533b2a7a93015fc45dc45707bf
1214,1214,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1481,Normal,,01 本文,TEXT_ONLY_REPLACE,"「あっ、私の評価が、過度に厳しいわけではありません。
他の案件でも同様の基準で評価しています。
ですからこれは絶対評価だと思ってください」",39832c4fb511b769660d88919e8f115d04707311d438791892c5d200e352a5a1
1215,1215,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1482,Normal,,01 本文,TEXT_ONLY_REPLACE,「わかっている」,a5336dede680fba493ac1b602ceb80aa9d6df8263ce9b8d7d2a798a6b6ede8b7
1216,1216,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1483,Normal,,01 本文,TEXT_ONLY_REPLACE,二人は、言葉少なめになる。,3c4090566a330da7e193020c7d4455207281da8674b3c7250a6cdc7f14382b4d
1217,1217,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1485,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,外から連れてくる選択肢,9ec403f9b97cda31b4af7a6dfaa2be69ccc26f04966d68ed2931456d740ad1d8
1218,1218,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1486,Normal,,01 本文,TEXT_ONLY_REPLACE,「中にいないとなると・・・外から連れてくるしかないか・・・いわゆるプロ経営者だ」,3a78eaa0a69c88478ab2c207d1340a9a6de5c0d971b59be7e3e16e84c9c53c95
1219,1219,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1487,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・」,7d85de8001420ca27c20a334ba908255a06da90a120a92d8a0a35a662bc72842
1220,1220,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1488,Normal,,01 本文,TEXT_ONLY_REPLACE,"「数年前まで、日本には、本当に経営人材が少なかった。
まだまだ足りないが、それでも最近では、そのプロ経営者が充実してきている。
実績を出しているプロ経営者もいる」",2a3113026a416636a4e5b330725bb817e5e90c2f77e18a95bfca7c544139599a
1221,1221,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1489,Normal,,01 本文,TEXT_ONLY_REPLACE,"「私もそういったプロ経営者がエレファントにきたらどうなるかについて、すでにイメージしてみています」
と前置きして、米倉は
「たとえばですが、一旦、プロ経営者でつないで、そのあとをエレファントの内部昇格者で、という選択肢もありそうです。
エレファントには、寺田さんや西郷さんの下の世代に、ポテンシャルが高い人材が何人かいます。今、４０歳代の人材です。
その層だったら今からでも体系立てた育成が可能です」
と伝える。",a71f91a3eaf46dba7a8f754169bd7d7bcc778363fefc66930695008b5cb75778
1222,1222,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1490,Normal,,01 本文,TEXT_ONLY_REPLACE,「プロ経営者には、スポット的なミッションを与えるということか」,15567b78efb2c0689e8b542856efa96961ad8cb6a6a742b58d34ce5ce4db5dac
1223,1223,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1491,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい、IPOをやってもらって、ある程度落ち着くまでいてもらう選択肢です」,ea8546dc7b1929ccdae96f5519b31a570acca845e026bfae6fa5e46b4cd4100d
1224,1224,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1492,Normal,,01 本文,TEXT_ONLY_REPLACE,"「なるほど・・・どういうプロ経営者が見つかるかにもよるが、それも一つかもしれない。
どうなってもいいように、選択肢は、できるだけ多く準備しておこう」",cdf85b9944ed95a389ef411ad0a4b0c3d1b8ae011a45a389696cf06fe01104e8
1225,1225,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1493,Normal,,01 本文,TEXT_ONLY_REPLACE,日下部代表パートナーの言葉にうなずく米倉。,09e4a5632c7ead1a1e9e6cb90caea5233c2b72a4a41dfaee6c79aa20c84658a9
1226,1226,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1494,Normal,,01 本文,TEXT_ONLY_REPLACE,"「あっ、そろそろ時間だ。
それで・・・このリストについては、どうするの？」",7652c6b0b8c03b5c4e1e232fcd4e1c4101a2e3721dd043104545212c1da69598
1227,1227,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1495,Normal,,01 本文,TEXT_ONLY_REPLACE,"「今週の週次ミーティングで、1 on 1面談のフィードバックとして、私の見方をお二人に伝えたいと思います。
そのときは、寺田さんと西郷さんの評価は抜いておきます。
その代わりに、お二人とは、それぞれと話をする機会を作りたいと思います」",0304dda96e01d9eed98cee687401c845efec3b7a9f68227fc7a315a2588496f2
1228,1228,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1496,Normal,,01 本文,TEXT_ONLY_REPLACE,「わかった。・・・あっ・・・」,b630ce772b72060572d77c9daec60570969f3d886161705086f216405891d781
1229,1229,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1497,Normal,,01 本文,TEXT_ONLY_REPLACE,「何か・・・」,78e96b6cd6cd5f6b2132a5682f8eeead8ff98041c7b7553a39ea66c0cb0770f5
1230,1230,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1498,Normal,,01 本文,TEXT_ONLY_REPLACE,"「寺田さんたちに見せるときは、一つずつ、評価をあげておいたほうがいいよ。
CはBに。DはCに」",ed645689934a313cbcb80b72d7c99234e6d3edf6b6ce7597223539ae38b586d7
1231,1231,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1499,Normal,,01 本文,TEXT_ONLY_REPLACE,「・・・」,82a929b718da05472980f30753edc0f403c70b94ac4b96c1523952b3fd35ed58
1232,1232,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1500,Normal,,01 本文,TEXT_ONLY_REPLACE,"「それからZというのは・・・いかにもね・・・。
アルファベットの最後だ。人生が終わった感じがするよ・・・何か他の文字でいいんじゃない？」",e737b031751440d63735a2e95d88c4d1ed9344318fab2f67580d32e0f2a058bd
1233,1233,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1501,Normal,,01 本文,TEXT_ONLY_REPLACE,「・・・わかりました・・・そうします」,fa804859a7939eef1a34f054a2bc2eba2e461284862b1e5f5cb819df8b0749fe
1234,1234,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1504,Normal,,01-02 節 見出し,TEXT_ONLY_REPLACE,５．　米倉の評価を聞く寺田社長と西郷,55a2275cc9ce0eb78435f407fb50f7f228d88fb5907e76e872bf000935585053
1235,1235,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1505,List Paragraph,,01-04 ■小見出し,TEXT_ONLY_REPLACE,評価結果に対する感想,b0222331dc4102a419ad94b168c53d18ea3bb116dfda9dd477ea5b2c44d463ec
1236,1236,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1506,Normal,,01 本文,TEXT_ONLY_REPLACE,"その数日後。
週次ミーティングの日。
ジェインの米倉、ミツカネ電子の寺田社長と西郷の三人が会議室に参集した。",679e7ebd9e205e69b70776e5576f0fd5565a3e680a456b60f821e231f078b3bd
1237,1237,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1507,Normal,,01 本文,TEXT_ONLY_REPLACE,"「お蔭様で、1 on 1面談が終わりました。
今日は、面談させて頂いた方々に対する私なりの評価をお伝えします。
これが、とりまとめた評価です」
と言いながら、米倉は、数日前に日下部代表パートナーに見せたリストに、多少手を加えたものを寺田社長と西郷に渡す。",982cac5e78ebaa7ffe9426e7f88a3b7f8c321fbefae287f0a1086192f2eb2568
1238,1238,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1508,Normal,,01 本文,TEXT_ONLY_REPLACE,二人は、真剣な眼差しで、食い入るように、渡されたリストを見る。,f21736f5b8f3ab847ea1ad88c23451add20e196abd34261ec200d1a85ba98dbd
1239,1239,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1509,Normal,,01 本文,TEXT_ONLY_REPLACE,「普段からのご認識と、私の評価にギャップがありますか？」,3a286ff2fbce1013865cadc47ffe8b5f15174e18e7eb5afd2d3ad0ab4cca972c
1240,1240,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1510,Normal,,01 本文,TEXT_ONLY_REPLACE,"しばらくして、寺田社長が、
「あると言えばある人もいます。
なるほどという感じもします」
と全般的な感想を口にする。",ed44adc0408785b0fcc93c3dc9e7fcf1ce8140dec64950c384d9379722334d3a
1241,1241,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1511,Normal,,01 本文,TEXT_ONLY_REPLACE,"「以前、過去数年分の人事考課を米倉さんにお渡ししましたが、それとギャップがある人もいますね・・・」
と西郷。",942c9be0de138b6bcaf57750cbe7bce14a40c30e3c3715a24d002b58bb251eab
1242,1242,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1512,Normal,,01 本文,TEXT_ONLY_REPLACE,"「社内の人事考課の観点と、私の評価の観点は異なります。
今回の評価の観点は、近い将来IPOを実行することを想定しながら、組織貢献できそうかどうかのポテンシャル、仕事に対するエネルギー、それから経営に対する感度の高さと経営管理スキルなどです。
これまで高く評価されていた人が、私の評価では必ずしも高くないかもしれません。
子会社という組織のなかで上手くやれる人は、自分の身体に合わない箱のなかで、もがきながら、自分の体を箱に合わせてきた人だと思いますし、そういったところが評価されてきたかもしれません。
他方、今後、ミツカネ電子に必要なのは、自分たちの事業を自らの手で成長させることです。体に合う箱を自らの手で作り上げて、さらに大きくしていける人です」",2ad8ef91d44ef93c13166fe2b0e974118227f7f9759dd5da0aeec4a4bb6d3d75
1243,1243,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1513,Normal,,01 本文,TEXT_ONLY_REPLACE,"「違和感というほどではないですが・・・評価の観点が変わると、評価結果が変わることに、驚きというか、新鮮味を感じます」
と言いながら、寺田社長は１枚ずつ紙をめくりながら、熱心に評価結果を見ている。",2167dbf2b5839e9090f89b1f0040efa74455bde0b80ce5052ef08800cb78f22c
1244,1244,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1514,Normal,,01 本文,TEXT_ONLY_REPLACE,"リストに見入っていた西郷が、
「あのう・・・バツって何ですか？」
と聞く。",247176f884bb2c188aa35deea6332e5a29c966a8e62806de0b160ab42e39b1f4
1245,1245,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1515,Normal,,01 本文,TEXT_ONLY_REPLACE,"「バツ？　あっ、それはバツじゃなくて、エックスです。
『他で光を』
という意味です。
当社以外のどこか、Xという場所でご活躍頂くのが、本人のためになるという印です」",9c5883a5fd7999a6de9aa2051091c70a5ad196cdb3eddd551dc05cd5bce9ee93
1246,1246,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1516,Normal,,01 本文,TEXT_ONLY_REPLACE,「黒田工場長・・・」,ce20c11ec0eaaab32bb7ac5647ab6eb473795b6d2000a605fa64b484237399aa
1247,1247,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1517,Normal,,01 本文,TEXT_ONLY_REPLACE,"「はい、黒田さんについては、IPOを想定して云々というよりも、そもそも組織を束ねる方としての評価です。
２、３０年前は、どこの組織にも、黒田さんのような言動をする方がいました。
そういった方々は、時代の変化とともに、
『自らも変わらなきゃいけない』
と認識して、自己変革してきましたが、黒田さんは、プライドが邪魔するのでしょうか、変わろうとしません。
ご自分としては、定年までこのままやっていかれるおつもりのようです」",3e61ca6140bf068c8c6bbfd685049a57b11a359fd3902045ecc74586a651dd54
1248,1248,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1518,Normal,,01 本文,TEXT_ONLY_REPLACE,"この結果を予期していた寺田社長は、少し間を空けたところで、
「黒田さんについては、私が何とかしなきゃいけなかったことだと思います。すみません」
と言う。",d53308729c3ea1257a0dc77988819cdb48e647bb68725030a8d4b04aee1abd10
1249,1249,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1520,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,当たりが良い親会社出身者,5e6e92da3b48e3b078c30965056cd2ef64047ba09b61f31161bab3b814c6bc5f
1250,1250,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1521,Normal,,01 本文,TEXT_ONLY_REPLACE,"その寺田社長の横で、西郷が、
「他にも、Xが２人・・・」
とつぶやく。",f5c266f80598ea0909b69f167712ae6df0f37e18df4e31c4dc3c16c16bcc2ef2
1251,1251,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1522,Normal,,01 本文,TEXT_ONLY_REPLACE,「はい・・・違和感がありますか？」,80eddbf62cb33ab6bd0a9d484d27772c42ecb942e993bed8b68b13a65da83f1b
1252,1252,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1523,Normal,,01 本文,TEXT_ONLY_REPLACE,"「・・・いえ・・・私にはありません。
でも・・・仮に、一部の人たちがこれを見たら、驚きをもって受け止めるかもしれません」",5f2e4fedec486289f91e375d81b8f5a92295951f3e12cb8bf4ef3e128ba82431
1253,1253,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1524,Normal,,01 本文,TEXT_ONLY_REPLACE,「と言いますと？」,0218d464bae73b1d7a656613b3a19c4a0384192ffc3a9b4ac19bbd585ab842e9
1254,1254,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1525,Normal,,01 本文,TEXT_ONLY_REPLACE,"「二人とも当たりが良い方々です。しゃべりも上手いです。
ですから、一部の人たちからは、評価されています。
大手町には、キレイなことを言って評価されるタイプの人が一定数いまして、彼らはある程度出世するんです。実際には、下が仕事をしているんですけど・・・。
二人とも大手町からきましたが、黒田工場長のような事情があったわけではないので、大手町からのプレッシャーはありませんでした。
それもあって寺田社長も私も、特に引き上げてはきませんでした。そのあたりは私たちもよくみていましたから。
ただ・・・Xという評価は、多少厳しいようにもみえます。
二人とも特に仕事といった仕事はしませんが、周りに害を与えているわけはないので・・・」
と西郷が二人について説明する。",2aab7e4b4eb04051a21b05bfea1a56150caa1df512219f4c561f1dca976ffb1b
1255,1255,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1526,Normal,,01 本文,TEXT_ONLY_REPLACE,「それって、親会社出身の社員であれば、会社に貢献しなくとも、安住できるというメッセージになりますよ」,00a11b2a263eb466e371168f5f67feb24231856ac06196ac026ec11ebc4e36dc
1256,1256,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1527,Normal,,01 本文,TEXT_ONLY_REPLACE,"「・・・確かに・・・でも、辞めてもらうとなると、それはそれで、大手町との調整がありますし・・・」
と西郷。",6fc178ea002ff531bbf63207e29f30c2d735e55a6f147e2321c79cace843561b
1257,1257,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1528,Normal,,01 本文,TEXT_ONLY_REPLACE,"「これまでは、そういう事情がおありだったと理解しています。
でもこれからは、フェアな評価をしていくというメッセージを、社員に出すことが重要です」",aac248187991cf7c65c89943fa93cebdfc53d260d3938583fc2b67df7371c507
1258,1258,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1529,Normal,,01 本文,TEXT_ONLY_REPLACE,"反論などない。
2人は、うなずくのみだ。",f2ea5608d2aeb6a615d67c0a24dfda822472cfbee60c6213fdc99bf6f3619568
1259,1259,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1531,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,評価制度の見直し,63d9673ccfe75c9f9fce1eab228b66d53c3c1425366f9cdc260ab703c81101b4
1260,1260,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1532,Normal,,01 本文,TEXT_ONLY_REPLACE,"「この評価は、私なりの見方にすぎません。
いきなり評価の観点を変えたから処遇が変わるというのもお気の毒な話です。
今は、現行の評価制度で運用していますから、その評価制度に則った評価であるべきです。
ただし・・・見る観点を変えただけで、一部の方についてこういったギャップが生じることについては、ご理解頂けたと思います。
ですから今後、どういう方を高く評価するかについて、このタイミングで見直すことを、考えてもらいたいと思います」",c0d5f3987bb1d4688410b88a59068b8c7462beecd9a805568a8e80e5c7a15895
1261,1261,子会社売却のPMI(5).docx,,story_06_ch06_rt06,,,1533,Normal,,01 本文,TEXT_ONLY_REPLACE,"「確かにそうですね。
人事制度や評価制度については、変える必要性を感じています。
これまでは、大手町の制度に引きずられてきました。
運用上、電子なりの考え方を入れてきましたが、根本的な思想が合っていませんから、運用にも限界がありました。
ここで制度を見直すとスッキリするでしょう」
と寺田社長が応える。",4e55808f3e337609d092adca907fdf0cc2c57a7c059280064036942c65e8f5bd
